Device Name,Variant Grams,Vendor,Variant SKU,Variant Inventory Tracker,Status,Variant Type,Variant Price
milesight-mounting-plate-for-vs351,3124.44,Milesight,'123003554,shopify,InActive,Hardware,498
milesight-ur75-500gl,4512.35,Milesight,'123003555,shopify,Active,Hardware,510
milesight-ur75-500gl,4512.35,Milesight,'123003556,shopify,Active,Hardware,510
milesight-ur75-500gl,4512.35,Milesight,'123003557,shopify,Active,Hardware,510
milesight-ur75-500gl,4512.35,Milesight,'123003558,shopify,Active,Hardware,510
milesight-ur75-500gl,4512.35,Milesight,'123003559,shopify,Active,Hardware,510
milesight-ur75-500gl,4512.35,Milesight,'123003560,shopify,Active,Hardware,510
milesight-ur75-500gl,4512.35,Milesight,'123003561,shopify,Active,Hardware,510
milesight-ur75-500gl,4512.35,Milesight,'123003562,shopify,Active,Hardware,510
milesight-ur75-600gl,4515.35,Milesight,'123003563,shopify,Active,Hardware,510
milesight-ur75-600gl,4515.35,Milesight,'123003564,shopify,Active,Hardware,510
milesight-ur75-600gl,4515.35,Milesight,'123003565,shopify,Active,Hardware,510
milesight-ur75-600gl,4515.35,Milesight,'123003566,shopify,Active,Hardware,510
milesight-ur75-600gl,4515.35,Milesight,'123003567,shopify,Active,Hardware,510
milesight-ur75-600gl,4515.35,Milesight,'123003568,shopify,Active,Hardware,510
milesight-ur75-600gl,4515.35,Milesight,'123003569,shopify,Active,Hardware,510
milesight-mounting-plate-for-vs351,6432.22,Milesight,'123003554,shopify,InActive,Hardware,498
milesight-sc312,6245.321,Milesight,'123003571,shopify,Active,Hardware,211
milesight-sc312,6245.321,Milesight,'123003572,shopify,Active,Hardware,211
milesight-sc312,6245.321,Milesight,'123003573,shopify,Active,Hardware,211
milesight-sc312,6245.321,Milesight,'123003574,shopify,Active,Hardware,211
milesight-sc312,6245.321,Milesight,'123003575,shopify,Active,Hardware,211
milesight-sc312,6245.321,Milesight,'123003576,shopify,Active,Hardware,211
milesight-sc312,6245.321,Milesight,'123003577,shopify,Active,Hardware,211
milesight-sc312,6245.321,Milesight,'123003578,shopify,Active,Hardware,211
milesight-sc312,6245.321,Milesight,'123003579,shopify,Active,Hardware,211
milesight-sc312,6245.321,Milesight,'123003580,shopify,Active,Hardware,211
milesight-sc312,6245.321,Milesight,'123003581,shopify,Active,Hardware,211
milesight-sc313,6354.12,Milesight,'123003582,shopify,Active,Hardware,498
milesight-sc313,6354.12,Milesight,'123003583,shopify,Active,Hardware,498
milesight-sc313,6354.12,Milesight,'123003584,shopify,Active,Hardware,498
milesight-sc313,6354.12,Milesight,'123003585,shopify,Active,Hardware,498
milesight-sc313,6354.12,Milesight,'123003586,shopify,Active,Hardware,498
milesight-sc314,3654.21,Milesight,'123003587,shopify,Active,Hardware,498
milesight-sc314,3654.21,Milesight,'123003588,shopify,Active,Hardware,498
milesight-sc314,3654.21,Milesight,'123003589,shopify,Active,Hardware,498
milesight-sc314,3654.21,Milesight,'123003590,shopify,Active,Hardware,498
milesight-gs601,1433.22,Milesight,'123003591,shopify,InActive,Hardware,498
milesight-radar-distance-level-sensor-em410-rdl,5214.78,Milesight,'123003592,shopify,Active,Hardware,811
milesight-radar-distance-level-sensor-em410-rdl,5214.78,Milesight,'123003593,shopify,Active,Hardware,811
milesight-radar-distance-level-sensor-em410-rdl,5214.78,Milesight,'123003594,shopify,Active,Hardware,811
milesight-radar-distance-level-sensor-em410-rdl,5214.78,Milesight,'123003595,shopify,Active,Hardware,811
milesight-radar-distance-level-sensor-em410-rdl,5214.78,Milesight,'123003596,shopify,Active,Hardware,811
milesight-radar-distance-level-sensor-em410-rdl,5214.78,Milesight,'123003597,shopify,Active,Hardware,811
milesight-radar-distance-level-sensor-em410-rdl,5214.78,Milesight,'123003598,shopify,Active,Hardware,811
milesight-radar-distance-level-sensor-em410-rdl,5214.78,Milesight,'123003599,shopify,Active,Hardware,811
milesight-radar-distance-level-sensor-em410-rdl,5214.78,Milesight,'123003600,shopify,Active,Hardware,811
milesight-radar-distance-level-sensor-em410-rdl,5214.78,Milesight,'123003601,shopify,Active,Hardware,811
milesight-radar-distance-level-sensor-em410-rdl,5214.78,Milesight,'123003602,shopify,Active,Hardware,811
milesight-radar-distance-level-sensor-em410-rdl,5214.78,Milesight,'123003603,shopify,Active,Hardware,811
milesight-radar-distance-level-sensor-em410-rdl,5214.78,Milesight,'123003604,shopify,Active,Hardware,811
milesight-radar-distance-level-sensor-em410-rdl,5214.78,Milesight,'123003605,shopify,Active,Hardware,811
milesight-radar-distance-level-sensor-em410-rdl,5214.78,Milesight,'123003606,shopify,Active,Hardware,811
milesight-radar-distance-level-sensor-em410-rdl,5214.78,Milesight,'123003607,shopify,Active,Hardware,811
milesight-radar-distance-level-sensor-em410-rdl,5214.78,Milesight,'123003608,shopify,Active,Hardware,811
milesight-radar-distance-level-sensor-em410-rdl,5214.78,Milesight,'123003609,shopify,Active,Hardware,811
milesight-radar-distance-level-sensor-em410-rdl,5214.78,Milesight,'123003610,shopify,Active,Hardware,811
milesight-radar-distance-level-sensor-em410-rdl,5214.78,Milesight,'123003611,shopify,Active,Hardware,811
milesight-mini-industrial-router-4g-ur41l,2341.21,Milesight,'123003612,shopify,InActive,Hardware,498
milesight-mini-industrial-router-4g-ur42l,2431.98,Milesight,'123003613,shopify,InActive,Hardware,498
milesight-mini-industrial-router-4g-ur43l,9862.32,Milesight,'123003614,shopify,InActive,Hardware,498
milesight-ct3xx,845.32,Milesight,'123003615,shopify,Active,Hardware,319
milesight-ct3xx,845.32,Milesight,'123003616,shopify,Active,Hardware,319
milesight-ct3xx,845.32,Milesight,'123003617,shopify,Active,Hardware,319
milesight-ct3xx,845.32,Milesight,'123003618,shopify,Active,Hardware,319
milesight-ct3xx,845.32,Milesight,'123003619,shopify,Active,Hardware,319
milesight-ct3xx,845.32,Milesight,'123003620,shopify,Active,Hardware,319
milesight-ct3xx,845.32,Milesight,'123003621,shopify,Active,Hardware,319
milesight-ct3xx,845.32,Milesight,'123003622,shopify,Active,Hardware,319
milesight-ct3xx,845.32,Milesight,'123003623,shopify,Active,Hardware,319
milesight-ct3xx,845.32,Milesight,'123003624,shopify,Active,Hardware,319
milesight-ct3xx,845.32,Milesight,'123003625,shopify,Active,Hardware,319
milesight-ct3xx,845.32,Milesight,'123003626,shopify,Active,Hardware,319
milesight-ct3xx,845.32,Milesight,'123003627,shopify,Active,Hardware,319
milesight-ct3xx,845.32,Milesight,'123003628,shopify,Active,Hardware,319
milesight-ct3xx,845.32,Milesight,'123003629,shopify,Active,Hardware,319
milesight-ct3xx,845.32,Milesight,'123003630,shopify,Active,Hardware,319
milesight-ct3xx,845.32,Milesight,'123003631,shopify,Active,Hardware,319
milesight-ct3xx,845.32,Milesight,'123003632,shopify,Active,Hardware,319
milesight-ct3yy,9865.23,Milesight,'123003633,shopify,InActive,Hardware,498
milesight-ts201,965.12,Milesight,'123003634,shopify,Active,Hardware,498
milesight-ts201,965.12,Milesight,'123003635,shopify,Active,Hardware,498
milesight-ts201,965.12,Milesight,'123003636,shopify,Active,Hardware,498
milesight-ts201,965.12,Milesight,'123003637,shopify,Active,Hardware,498
milesight-ts201,965.12,Milesight,'123003638,shopify,Active,Hardware,498
milesight-ts201,965.12,Milesight,'123003639,shopify,Active,Hardware,498
milesight-ts301,988.656,Milesight,'123003640,shopify,Active,Hardware,498
milesight-ts301,988.656,Milesight,'123003641,shopify,Active,Hardware,498
milesight-ts301,988.656,Milesight,'123003642,shopify,Active,Hardware,498
milesight-ts301,988.656,Milesight,'123003643,shopify,Active,Hardware,498
milesight-ts301,988.656,Milesight,'123003644,shopify,Active,Hardware,498
milesight-ts301,988.656,Milesight,'123003645,shopify,Active,Hardware,498
milesight-ts301,988.656,Milesight,'123003646,shopify,Active,Hardware,498
milesight-ts302,1125.35,Milesight,'123003647,shopify,Active,Hardware,498
milesight-ts302,1125.35,Milesight,'123003648,shopify,Active,Hardware,498
milesight-ts302,1125.35,Milesight,'123003649,shopify,Active,Hardware,498
milesight-ts302,1125.35,Milesight,'123003650,shopify,Active,Hardware,498
milesight-ts302,1125.35,Milesight,'123003651,shopify,Active,Hardware,498
milesight-ts302,1125.35,Milesight,'123003652,shopify,Active,Hardware,498
milesight-ts302,1125.35,Milesight,'123003653,shopify,Active,Hardware,498
milesight-ts302,1125.35,Milesight,'123003654,shopify,Active,Hardware,498
milesight-ts302,1125.35,Milesight,'123003655,shopify,Active,Hardware,498
milesight-ts302,1125.35,Milesight,'123003656,shopify,Active,Hardware,498
milesight-ts302,1125.35,Milesight,'123003657,shopify,Active,Hardware,498
milesight-ts302,1125.35,Milesight,'123003658,shopify,Active,Hardware,498
milesight-ts303,2231.22,Milesight,'123003659,shopify,InActive,Hardware,498
milesight-ts304,112.33,Milesight,'123003660,shopify,Active,Hardware,498
milesight-ts305,2321.54,Milesight,'123003661,shopify,InActive,Hardware,498
milesight-wi-fi-halow-gateway-hl31,688.78,Milesight,'123003662,shopify,Active,Hardware,522
milesight-wi-fi-halow-gateway-hl31,688.78,Milesight,'123003663,shopify,Active,Hardware,522
milesight-wi-fi-halow-gateway-hl31,688.78,Milesight,'123003664,shopify,Active,Hardware,522
milesight-wi-fi-halow-gateway-hl31,688.78,Milesight,'123003665,shopify,Active,Hardware,522
milesight-wi-fi-halow-gateway-hl31,688.78,Milesight,'123003666,shopify,Active,Hardware,522
milesight-wi-fi-halow-gateway-hl31,688.78,Milesight,'123003667,shopify,Active,Hardware,522
milesight-wi-fi-halow-gateway-hl31,688.78,Milesight,'123003668,shopify,Active,Hardware,522
milesight-wi-fi-halow-gateway-hl31,688.78,Milesight,'123003669,shopify,Active,Hardware,522
milesight-wi-fi-halow-gateway-hl31,688.78,Milesight,'123003670,shopify,Active,Hardware,522
milesight-wi-fi-halow-gateway-hl31,688.78,Milesight,'123003671,shopify,Active,Hardware,522
milesight-wi-fi-halow-gateway-hl31,688.78,Milesight,'123003672,shopify,Active,Hardware,522
milesight-wi-fi-halow-gateway-hl31,688.78,Milesight,'123003673,shopify,Active,Hardware,522
milesight-wi-fi-halow-gateway-hl31,688.78,Milesight,'123003674,shopify,Active,Hardware,522
milesight-wi-fi-halow-gateway-hl31,688.78,Milesight,'123003675,shopify,Active,Hardware,522
milesight-wi-fi-halow-gateway-hl31,688.78,Milesight,'123003676,shopify,Active,Hardware,522
milesight-wi-fi-halow-gateway-hl31,688.78,Milesight,'123003677,shopify,Active,Hardware,522
milesight-wi-fi-halow-gateway-hl31,688.78,Milesight,'123003678,shopify,Active,Hardware,522
milesight-mini-lorawan-gateway-ug-63-with-external-antenna,3254.16,Milesight,'123003679,shopify,Active,Hardware,63
milesight-mini-lorawan-gateway-ug-63-with-external-antenna,3254.16,Milesight,'123003680,shopify,Active,Hardware,63
milesight-mini-lorawan-gateway-ug-63-with-external-antenna,3254.16,Milesight,'123003681,shopify,Active,Hardware,63
milesight-mini-lorawan-gateway-ug-63-with-external-antenna,3254.16,Milesight,'123003682,shopify,Active,Hardware,63
milesight-mini-lorawan-gateway-ug-63-with-external-antenna,3254.16,Milesight,'123003683,shopify,Active,Hardware,63
milesight-mini-lorawan-gateway-ug-63-with-external-antenna,3254.16,Milesight,'123003684,shopify,Active,Hardware,63
milesight-mini-lorawan-gateway-ug-63-with-external-antenna,3254.16,Milesight,'123003685,shopify,Active,Hardware,63
milesight-mini-lorawan-gateway-ug-63-with-external-antenna,3254.16,Milesight,'123003686,shopify,Active,Hardware,63
milesight-mini-lorawan-gateway-ug-63-with-external-antenna,3254.16,Milesight,'123003687,shopify,Active,Hardware,63
milesight-mini-lorawan-gateway-ug-63-with-external-antenna,3254.16,Milesight,'123003688,shopify,Active,Hardware,63
milesight-mini-lorawan-gateway-ug-63-with-external-antenna,3254.16,Milesight,'123003689,shopify,Active,Hardware,63
milesight-mini-lorawan-gateway-ug-63-with-external-antenna,3254.16,Milesight,'123003690,shopify,Active,Hardware,63
milesight-mini-lorawan-gateway-ug-63-with-external-antenna,3254.16,Milesight,'123003691,shopify,Active,Hardware,63
milesight-mini-lorawan-gateway-ug-63-with-external-antenna,3254.16,Milesight,'123003692,shopify,Active,Hardware,63
milesight-mini-lorawan-gateway-ug-63-with-external-antenna,3254.16,Milesight,'123003693,shopify,Active,Hardware,63
milesight-mini-lorawan-gateway-ug-63-with-external-antenna,3254.16,Milesight,'123003694,shopify,Active,Hardware,63
milesight-mini-lorawan-gateway-ug-63-with-external-antenna,3254.16,Milesight,'123003695,shopify,Active,Hardware,63
milesight-mini-lorawan-gateway-ug-64-with-external-antenna,5524.12,Milesight,'123003696,shopify,Active,Hardware,498
milesight-mini-lorawan-gateway-ug-64-with-external-antenna,5524.12,Milesight,'123003697,shopify,Active,Hardware,498
milesight-mini-lorawan-gateway-ug-64-with-external-antenna,5524.12,Milesight,'123003698,shopify,Active,Hardware,498
milesight-mini-lorawan-gateway-ug-64-with-external-antenna,5524.12,Milesight,'123003699,shopify,Active,Hardware,498
milesight-mini-lorawan-gateway-ug-64-with-external-antenna,5524.12,Milesight,'123003700,shopify,Active,Hardware,498
milesight-mini-lorawan-gateway-ug-64-with-external-antenna,5524.12,Milesight,'123003701,shopify,Active,Hardware,498
milesight-mini-lorawan-gateway-ug-65-with-external-antenna,632.87,Milesight,'123003702,shopify,InActive,Hardware,498
milesight-mini-lorawan-gateway-ug-66-with-external-antenna,322.12,Milesight,'123003703,shopify,Active,Hardware,498
milesight-mini-lorawan-gateway-ug-66-with-external-antenna,322.12,Milesight,'123003704,shopify,Active,Hardware,498
milesight-mini-lorawan-gateway-ug-66-with-external-antenna,322.12,Milesight,'123003705,shopify,Active,Hardware,498
milesight-mini-lorawan-gateway-ug-66-with-external-antenna,322.12,Milesight,'123003706,shopify,Active,Hardware,498
milesight-mini-lorawan-gateway-ug-66-with-external-antenna,322.12,Milesight,'123003707,shopify,Active,Hardware,498
milesight-mini-lorawan-gateway-ug-66-with-external-antenna,322.12,Milesight,'123003708,shopify,Active,Hardware,498
milesight-mini-lorawan-gateway-ug-67-with-external-antenna,323.45,Milesight,'123003709,shopify,Active,Hardware,498
milesight-mini-lorawan-gateway-ug-67-with-external-antenna,323.45,Milesight,'123003710,shopify,Active,Hardware,498
milesight-mini-lorawan-gateway-ug-67-with-external-antenna,323.45,Milesight,'123003711,shopify,Active,Hardware,498
milesight-mini-lorawan-gateway-ug-67-with-external-antenna,323.45,Milesight,'123003712,shopify,Active,Hardware,498
milesight-mini-lorawan-gateway-ug-67-with-external-antenna,323.45,Milesight,'123003713,shopify,Active,Hardware,498
milesight-mini-lorawan-gateway-ug-67-with-external-antenna,323.45,Milesight,'123003714,shopify,Active,Hardware,498
milesight-mini-lorawan-gateway-ug-67-with-external-antenna,323.45,Milesight,'123003715,shopify,Active,Hardware,498
milesight-mini-lorawan-gateway-ug-67-with-external-antenna,323.45,Milesight,'123003716,shopify,Active,Hardware,498
milesight-mini-lorawan-gateway-ug-67-with-external-antenna,323.45,Milesight,'123003717,shopify,Active,Hardware,498
milesight-mini-lorawan-gateway-ug-67-with-external-antenna,323.45,Milesight,'123003718,shopify,Active,Hardware,498
milesight-mini-lorawan-gateway-ug-67-with-external-antenna,323.45,Milesight,'123003719,shopify,Active,Hardware,498
milesight-mini-lorawan-gateway-ug-68-with-external-antenna,456.21,Milesight,'123003720,shopify,Active,Hardware,498
milesight-mini-lorawan-gateway-ug-68-with-external-antenna,456.21,Milesight,'123003721,shopify,Active,Hardware,498
milesight-mini-lorawan-gateway-ug-68-with-external-antenna,456.21,Milesight,'123003722,shopify,Active,Hardware,498
milesight-mini-lorawan-gateway-ug-68-with-external-antenna,456.21,Milesight,'123003723,shopify,Active,Hardware,498
milesight-mini-lorawan-gateway-ug-68-with-external-antenna,456.21,Milesight,'123003724,shopify,Active,Hardware,498
milesight-mini-lorawan-gateway-ug-68-with-external-antenna,456.21,Milesight,'123003725,shopify,Active,Hardware,498
milesight-mini-lorawan-gateway-ug-69-with-external-antenna,1230.34,Milesight,'123003726,shopify,InActive,Hardware,498
milesight-mini-lorawan-gateway-ug-70-with-external-antenna,666.36,Milesight,'123003727,shopify,Active,Hardware,498
milesight-mini-lorawan-gateway-ug-70-with-external-antenna,666.36,Milesight,'123003728,shopify,Active,Hardware,498
milesight-mini-lorawan-gateway-ug-70-with-external-antenna,666.36,Milesight,'123003729,shopify,Active,Hardware,498
milesight-mini-lorawan-gateway-ug-71-with-external-antenna,1290.22,Milesight,'123003730,shopify,InActive,Hardware,498
milesight-ts301-ts302,874.12,Milesight,'123003731,shopify,Active,Hardware,112
milesight-ts301-ts302,874.12,Milesight,'123003732,shopify,Active,Hardware,112
milesight-ts301-ts302,874.12,Milesight,'123003733,shopify,Active,Hardware,112
milesight-ts301-ts302,874.12,Milesight,'123003734,shopify,Active,Hardware,112
milesight-ts301-ts302,874.12,Milesight,'123003735,shopify,Active,Hardware,112
milesight-ts301-ts302,874.12,Milesight,'123003736,shopify,Active,Hardware,112
milesight-ts301-ts302,874.12,Milesight,'123003737,shopify,Active,Hardware,112
milesight-ts301-ts302,874.12,Milesight,'123003738,shopify,Active,Hardware,112
milesight-ts301-ts302,874.12,Milesight,'123003739,shopify,Active,Hardware,112
milesight-ts301-ts302,874.12,Milesight,'123003740,shopify,Active,Hardware,112
milesight-ts301-ts302,874.12,Milesight,'123003741,shopify,Active,Hardware,112
milesight-ts301-ts302,874.12,Milesight,'123003742,shopify,Active,Hardware,112
milesight-ts301-ts302,874.12,Milesight,'123003743,shopify,Active,Hardware,112
milesight-ts301-ts302,874.12,Milesight,'123003744,shopify,Active,Hardware,112
milesight-ts301-ts302,874.12,Milesight,'123003745,shopify,Active,Hardware,112
milesight-ts301-ts302,874.12,Milesight,'123003746,shopify,Active,Hardware,112
milesight-ts301-ts302,874.12,Milesight,'123003747,shopify,Active,Hardware,112
milesight-ts301-ts302,874.12,Milesight,'123003748,shopify,Active,Hardware,112
milesight-ts301-ts302,874.12,Milesight,'123003749,shopify,Active,Hardware,112
milesight-ts301-ts302,874.12,Milesight,'123003750,shopify,Active,Hardware,112
milesight-ts301-ts302,874.12,Milesight,'123003751,shopify,Active,Hardware,112
milesight-ts301-ts303,888.32,Milesight,'123003752,shopify,Active,Hardware,112
milesight-ts301-ts304,1530.4,Milesight,'123003753,shopify,InActive,Hardware,498
milesight-ts301-ts305a,632.96,Milesight,'123003754,shopify,Active,Hardware,498
milesight-ts301-ts305a,632.96,Milesight,'123003755,shopify,Active,Hardware,498
milesight-ts301-ts305a,632.96,Milesight,'123003756,shopify,Active,Hardware,498
milesight-ts301-ts305a,632.96,Milesight,'123003757,shopify,Active,Hardware,498
milesight-ts301-ts305a,632.96,Milesight,'123003758,shopify,Active,Hardware,498
milesight-ts301-ts305a,632.96,Milesight,'123003759,shopify,Active,Hardware,498
milesight-ts301-ts305a,632.96,Milesight,'123003760,shopify,Active,Hardware,498
milesight-ts301-ts305a,632.96,Milesight,'123003761,shopify,Active,Hardware,498
milesight-ts301-ts305a,632.96,Milesight,'123003762,shopify,Active,Hardware,498
milesight-ts301-ts305a,632.96,Milesight,'123003763,shopify,Active,Hardware,498
milesight-ts301-ts305b,989.66,Milesight,'123003764,shopify,Active,Hardware,498
milesight-ts301-ts305b,989.66,Milesight,'123003765,shopify,Active,Hardware,498
milesight-ts301-ts305b,989.66,Milesight,'123003766,shopify,Active,Hardware,498
milesight-ts301-ts305b,989.66,Milesight,'123003767,shopify,Active,Hardware,498
milesight-ts301-ts305c,1102,Milesight,'123003768,shopify,Active,Hardware,498
milesight-ts301-ts305c,1102,Milesight,'123003769,shopify,Active,Hardware,498
milesight-ts301-ts305c,1102,Milesight,'123003770,shopify,Active,Hardware,498
milesight-ts301-ts305c,1102,Milesight,'123003771,shopify,Active,Hardware,498
milesight-ts301-ts305c,1102,Milesight,'123003772,shopify,Active,Hardware,498
milesight-ts301-ts305c,1102,Milesight,'123003773,shopify,Active,Hardware,498
milesight-ts301-ts305c,1102,Milesight,'123003774,shopify,Active,Hardware,498
milesight-ts301-ts305c,1102,Milesight,'123003775,shopify,Active,Hardware,498
milesight-ts301-ts305c,1102,Milesight,'123003776,shopify,Active,Hardware,498
milesight-ts301-ts305c,1102,Milesight,'123003777,shopify,Active,Hardware,498
milesight-ts301-ts305c,1102,Milesight,'123003778,shopify,Active,Hardware,498
milesight-ts301-ts305d,1400.99,Milesight,'123003779,shopify,InActive,Hardware,498
indoor-ambience-sensor-am102-am102l,2256.33,Milesight,'123003780,shopify,Active,Hardware,498
indoor-ambience-sensor-am102-am102l,2256.33,Milesight,'123003781,shopify,Active,Hardware,498
indoor-ambience-sensor-am102-am102l,2256.33,Milesight,'123003782,shopify,Active,Hardware,498
indoor-ambience-sensor-am102-am102l,2256.33,Milesight,'123003783,shopify,Active,Hardware,498
indoor-ambience-sensor-am102-am102l,2256.33,Milesight,'123003784,shopify,Active,Hardware,498
indoor-ambience-sensor-am102-am102l,2256.33,Milesight,'123003785,shopify,Active,Hardware,498
indoor-ambience-sensor-am102-am102l,2256.33,Milesight,'123003786,shopify,Active,Hardware,498
indoor-ambience-sensor-am102-am102l,2256.33,Milesight,'123003787,shopify,Active,Hardware,498
indoor-ambience-sensor-am102-am102l,2256.33,Milesight,'123003788,shopify,Active,Hardware,498
indoor-ambience-sensor-am102-am102l,2256.33,Milesight,'123003789,shopify,Active,Hardware,498
indoor-ambience-sensor-am102-am102l,2256.33,Milesight,'123003790,shopify,Active,Hardware,498
indoor-ambience-sensor-am102-am102l,2256.33,Milesight,'123003791,shopify,Active,Hardware,498
indoor-ambience-sensor-am102-am102l,2256.33,Milesight,'123003792,shopify,Active,Hardware,498
indoor-ambience-sensor-am102-am102l,2256.33,Milesight,'123003793,shopify,Active,Hardware,498
indoor-ambience-sensor-am102-am102l,2256.33,Milesight,'123003794,shopify,Active,Hardware,498
indoor-ambience-sensor-am102-am102l,2256.33,Milesight,'123003795,shopify,Active,Hardware,498
indoor-ambience-sensor-am102-am102m,980.12,Milesight,'123003796,shopify,InActive,Hardware,498
indoor-ambience-sensor-am102-am102n,981,Milesight,'123003797,shopify,Active,Hardware,498
indoor-ambience-sensor-am102-am102p,332,Milesight,'123003798,shopify,InActive,Hardware,498
indoor-ambience-sensor-am102-am102q,892.11,Milesight,'123003799,shopify,Active,Hardware,498
ultra-low-power-solar-lorawan-gateway-sg49,213.33,Milesight,'123003800,shopify,InActive,Hardware,498
ultra-low-power-solar-lorawan-gateway-sg50,324.22,Milesight,'123003801,shopify,Active,Hardware,199
ultra-low-power-solar-lorawan-gateway-sg50,324.22,Milesight,'123003802,shopify,Active,Hardware,199
ultra-low-power-solar-lorawan-gateway-sg50,324.22,Milesight,'123003803,shopify,Active,Hardware,199
